Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.79     0.00     4545     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      1.79     0.00     4545     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&)
  0.00      1.79     0.00     4500     0.00     0.01  Cover::CoveredUpdateInLoop(std::vector<int, std::allocator<int> >)
  0.00      1.79     0.00     4455     0.00     0.00  bool __gnu_cxx::operator==<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      1.79     0.00      579     0.00     0.00  bool __gnu_cxx::__ops::_Iter_less_iter::operator()<int const*, int const*>(int const*, int const*) const
  0.00      1.79     0.00      549     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&)
  0.00      1.79     0.00      549     0.00     0.00  std::vector<int, std::allocator<int> >::cbegin() const
  0.00      1.79     0.00      408     0.00     0.00  bool std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__cnd2<int const*>(int const*, int const*)
  0.00      1.79     0.00      367     0.00     0.00  std::_Identity<std::vector<int, std::allocator<int> > >::operator()(std::vector<int, std::allocator<int> > const&) const
  0.00      1.79     0.00      323     0.00     0.00  __gnu_cxx::__aligned_membuf<std::vector<int, std::allocator<int> > >::_M_ptr() const
  0.00      1.79     0.00      323     0.00     0.00  __gnu_cxx::__aligned_membuf<std::vector<int, std::allocator<int> > >::_M_addr() const
  0.00      1.79     0.00      323     0.00     0.00  std::_Rb_tree_node<std::vector<int, std::allocator<int> > >::_M_valptr() const
  0.00      1.79     0.00      315     0.00     0.00  std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&)
  0.00      1.79     0.00      278     0.00     0.00  __gnu_cxx::__ops::__iter_less_iter()
  0.00      1.79     0.00      278     0.00     0.00  std::less<std::vector<int, std::allocator<int> > >::operator()(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) const
  0.00      1.79     0.00      278     0.00     0.00  bool std::__lexicographical_compare<false>::__lc<int const*, int const*>(int const*, int const*, int const*, int const*)
  0.00      1.79     0.00      278     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_key(std::_Rb_tree_node<std::vector<int, std::allocator<int> > > const*)
  0.00      1.79     0.00      278     0.00     0.00  int const* std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__newlast1<int const*, int const*>(int const*, int const*, int const*, int const*)
  0.00      1.79     0.00      278     0.00     0.00  bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      1.79     0.00      278     0.00     0.00  bool std::__lexicographical_compare_aux<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      1.79     0.00      278     0.00     0.00  bool std::__lexicographical_compare_aux1<int const*, int const*>(int const*, int const*, int const*, int const*)
  0.00      1.79     0.00      278     0.00     0.00  bool std::__lexicographical_compare_impl<int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter>(int const*, int const*, int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      1.79     0.00      278     0.00     0.00  bool std::operator< <int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)
  0.00      1.79     0.00      214     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_left(std::_Rb_tree_node_base*)
  0.00      1.79     0.00      200     0.00     0.00  Cover::getkvCombo(int, int) const
  0.00      1.79     0.00      180     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Node_allocator()
  0.00      1.79     0.00      154     0.00     0.00  int&& std::forward<int>(std::remove_reference<int>::type&)
  0.00      1.79     0.00      153     0.00     0.01  Add(int*, int**, int&, Cover const&, int, Used&)
  0.00      1.79     0.00      153     0.00     0.65  AddBest(int**, int**, int&, Cover&, int, Used&)
  0.00      1.79     0.00      144     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      1.79     0.00      131     0.00     0.00  std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > >::_Rb_tree_iterator(std::_Rb_tree_node_base*)
  0.00      1.79     0.00       90     0.00     0.00  __gnu_cxx::__aligned_membuf<std::vector<int, std::allocator<int> > >::_M_ptr()
  0.00      1.79     0.00       90     0.00     0.00  __gnu_cxx::__aligned_membuf<std::vector<int, std::allocator<int> > >::_M_addr()
  0.00      1.79     0.00       90     0.00     0.00  std::_Rb_tree_node<std::vector<int, std::allocator<int> > >::_M_valptr()
  0.00      1.79     0.00       90     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_end()
  0.00      1.79     0.00       82     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_right(std::_Rb_tree_node_base*)
  0.00      1.79     0.00       80     0.00     0.00  z3::expr* std::__addressof<z3::expr>(z3::expr&)
  0.00      1.79     0.00       72     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      1.79     0.00       72     0.00     0.00  int* std::__miter_base<int*>(int*)
  0.00      1.79     0.00       70     0.00     0.00  z3::expr&& std::forward<z3::expr>(std::remove_reference<z3::expr>::type&)
  0.00      1.79     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::__normal_iterator(z3::expr* const&)
  0.00      1.79     0.00       54     0.00     0.00  void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&)
  0.00      1.79     0.00       54     0.00     0.00  void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&)
  0.00      1.79     0.00       54     0.00     0.00  std::vector<int, std::allocator<int> >::_M_insert_rval(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int&&)
  0.00      1.79     0.00       54     0.00     0.00  std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int&&)
  0.00      1.79     0.00       50     0.00     0.00  z3::ast::ast(z3::ast const&)
  0.00      1.79     0.00       50     0.00     0.00  void std::_Destroy<z3::expr>(z3::expr*)
  0.00      1.79     0.00       47     0.00     0.00  std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*)
  0.00      1.79     0.00       46     0.00     0.00  std::set<std::vector<int, std::allocator<int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const
  0.00      1.79     0.00       46     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const
  0.00      1.79     0.00       46     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_mbegin() const
  0.00      1.79     0.00       46     0.00     0.00  std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_begin()
  0.00      1.79     0.00       46     0.00     0.00  std::operator!=(std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > > const&, std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > > const&)
  0.00      1.79     0.00       45     0.00     0.67  Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >)
  0.00      1.79     0.00       45     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >::deallocate(std::_Rb_tree_node<std::vector<int, std::allocator<int> > >*, unsigned long)
  0.00      1.79     0.00       45     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*)
  0.00      1.79     0.00       45     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >::allocate(unsigned long, void const*)
  0.00      1.79     0.00       45     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
  0.00      1.79     0.00       45     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >::_M_max_size() const
  0.00      1.79     0.00       45     0.00     0.00  std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > >::operator*() const
  0.00      1.79     0.00       45     0.00     0.00  std::_Rb_tree_node<std::vector<int, std::allocator<int> > >* std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_Alloc_node::operator()<std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> > const&) const
  0.00      1.79     0.00       45     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > > >::deallocate(std::allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >&, std::_Rb_tree_node<std::vector<int, std::allocator<int> > >*, unsigned long)
  0.00      1.79     0.00       45     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >*)
  0.00      1.79     0.00       45     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > > >::allocate(std::allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >&, unsigned long)
  0.00      1.79     0.00       45     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
  0.00      1.79     0.00       45     0.00     0.00  std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > > const&)
  0.00      1.79     0.00       45     0.00     0.00  std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > >::operator++(int)
  0.00      1.79     0.00       45     0.00     0.00  std::set<std::vector<int, std::allocator<int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::insert(std::vector<int, std::allocator<int> > const&)
  0.00      1.79     0.00       45     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::vector<int, std::allocator<int> > >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::vector<int, std::allocator<int> > >*&, std::_Rb_tree_node_base*&)
  0.00      1.79     0.00       45     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > >, bool>::pair<std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > >, bool, true>(std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > >&&, bool&&)
  0.00      1.79     0.00       45     0.00     0.00  std::pair<std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > >, bool>::pair<std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > >&, bool&, true>(std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > >&, bool&)
